Apply Discount,Aplicar descuento,
Apply For,Aplicar a,
Apply For POS Profiles,Aplicar a perfiles de TPV,
Apply Type,Tipo de aplicación,
Are you sure you want to delete this draft?,¿Está seguro de que desea eliminar este borrador?,
Arrow keys to navigate,Teclas de dirección para navegar,
Ascending — click to sort descending,Ascendente — pulse para ordenar descendente,
At least one item is required,Se requiere al menos un artículo,
At least one item is required.,Se requiere al menos un artículo.,
Auto Apply,Autoaplicar,
Auto Referral,Recomendación automática,
Auto Set Batch,Asignar lote automáticamente,
Auto create referral for new customers,Crear recomendación automática para nuevos clientes,
Auto fetch coupons gifts,Obtener cupones y regalos automáticamente,
Auto set delivery charges,Asignar gastos de envío automáticamente,
Auto-generated,Autogenerado,
Available Programs,Programas disponibles,
Back,Atrás,
Back Office Cash Account,Cuenta de caja central,
Back Office Cash Account is fixed by POS Profile and cannot be overridden.,La cuenta de caja central está fijada por el perfil de TPV y no se puede modificar.,
Back Office Cash Account is required for cash deposit.,Se requiere la cuenta de caja central para el depósito de efectivo.,
Back Office Cash Account must be a Cash account.,La cuenta de caja central debe ser una cuenta de efectivo.,
Back to Desk,Volver al Desk,
Back to Reports,Volver a Informes,
Balance,Saldo,
Bank Drops,Retiradas a banco,
Barcode Printer,Impresora de códigos de barras,
Barcode Structure,Estructura de código de barras,
Barcode lookup failed,Fallo al buscar el código de barras,
Barcode {0} already exists.,El código de barras {0} ya existe.,
Batch,Lote,
Batch Price,Precio de lote,
Billed,Facturado,
Birthday,Fecha de nacimiento,
Block sale beyond available qty,Bloquear venta si supera el stock disponible,
Branch,Rama,
Branch Item Summary,Resumen de artículos por sucursal,
Branch Set Summary,Resumen de conjuntos por sucursal,
Brand-wise stock snapshot with quantities and valuation.,Instantánea de stock por marca con cantidades y valoración.,
Browse analytics reports,Explorar informes analíticos,
"Browse the reports library, open any report in a dedicated viewer, and export or copy the data directly from the app.","Explore la biblioteca de informes, abra cualquier informe en un visor dedicado y exporte o copie los datos directamente desde la app.",
"Built with ❤️, using VueJS","Desarrollado con ❤️, usando VueJS",
Buying Price,Precio de compra,
Calculate,Calcular,
Calculator - evaluate math expressions,Calculadora - evaluar expresiones matemáticas,
Camera Scanner,Escáner de cámara,
Camera permission denied. Please allow camera access.,"Permiso de cámara denegado. Por favor, permita el acceso a la cámara.",
Cancelling submitted cash movements is disabled for this POS Profile.,La cancelación de movimientos de caja contabilizados está desactivada para este perfil de TPV.,
Cannot add item to cart,No se puede añadir el artículo al carrito,
Cannot delete a submitted Purchase Order.,No se puede eliminar un pedido de compra contabilizado.,
Cannot delete submitted invoice {0}.,No se puede eliminar la factura de compra contabilizada {0}.,
Cannot sync a draft invoice. Load it to cart first.,No se puede sincronizar una factura borrador. Cárguela primero en el carrito.,
Cannot sync while offline,No se puede sincronizar mientras se esté offline,
Cannot update a submitted Purchase Order as draft.,No se puede actualizar un pedido de compra contabilizado como borrador.,
Card,Tarjeta,
Cart Actions,Acciones del carrito,
Cart is empty,El carrito está vacío,
Cash Deposit,Depósito de efectivo,
Cash Deposit is disabled for this POS Profile.,El depósito de efectivo está desactivado para este perfil de TPV.,
Cash Expense,Gasto de efectivo,
Cash Mode of Payment,Forma de pago: Efectivo,
Cash Movement,Movimiento de caja,
Cash Movement Max Amount,Importe máximo de movimiento de caja,
Cash Movement is disabled for this POS Profile.,Los movimientos de caja están desactivados para este perfil de TPV.,
Cash deposit recorded,Depósito de efectivo registrado,
Cashier settlement is disabled,El arqueo del cajero está desactivado,
Cashier — Unsettled Invoices,Cajero — Facturas TPV pendientes de liquidar,
Change Given,Cambio entregado,
Choose or create customer,Elegir o crear cliente,
City,Localidad,
Clear,Limpiar,
Clear All,Limpiar todo,
Clear All Items from Cart,Limpiar todos los artículos del carrito,
Clear all discounts,Limpiar todos los descuentos,
Clear cart,Limpiar carrito,
Clear cart and start new sale,Limpiar carrito y comenzar nueva venta,
Click on items to add them here,Haga clic en los artículos para añadirlos aquí,
Click to change customer,Haga clic para cambiar de cliente,
Click to select customer,Haga clic para seleccionar un cliente,
Client Request ID,ID de solicitud del cliente,
Close Dialog / Cancel,Cerrar cuadro de diálogo / Cancelar,
Close Shift,Cierre de caja,
Close the current POS shift,Cerrar el turno de TPV actual,
Closing...,Cerrando...,
Collection factor,Factor de recaudación,
Column Settings,Ajustes de columna,
Column settings,Ajustes de columna,
Command Search Help,Ayuda de búsqueda por comandos,
Compact warehouse stock overview with totals and stock movement levels.,Resumen compacto de stock en almacén con totales y niveles de movimiento de stock.,
Company is required,La empresa es obligatoria,
Company is required.,La empresa es obligatoria.,
Company must match the selected POS Opening Shift company.,La empresa debe coincidir con la empresa seleccionada en la apertura de turno de TPV.,
Company must match the selected POS Profile company.,La empresa debe coincidir con la empresa seleccionada en el perfil de TPV.,
Configure which POS actions each role may perform.,Configure qué acciones de TPV puede realizar cada rol.,
Contact administrator to set up loyalty programs,Contacte con el administrador para configurar los programas de fidelización,
Context is required,El contexto es obligatorio,
Conversion Factor,Factor de conversión,
Copied {0} rows to clipboard.,Se han copiado {0} filas al portapapeles.,
Copy,Copiar,
Cost Center is not set in pos profile {0},No se ha definido el centro de coste en el perfil de TPV {0},
Could not determine bank/cash account for payment. Please set default cash account for company.,"No se pudo determinar la cuenta de caja/banco para el pago. Por favor, defina la cuenta de caja por defecto para la empresa.",
Could not start camera.,No se pudo iniciar la cámara.,
Country,País,
Coupon,Cupón,
Coupon Based,Basado en cupón,
Coupon and Offers,Cupones y ofertas,
Coupon has already been used the maximum number of times,El cupón ya ha sido utilizado el número máximo de veces permitido,
Coupon has expired,El cupón ha caducado,
Coupon is not valid for this customer,El cupón no es válido para este cliente,
Coupon is not yet valid,El cupón aún no es válido,
Coupons,Cupones,
Create,Crear,
Create & Select,Crear y seleccionar,
Create & Submit,Crear y presentar,
Create New Customer,Crear nuevo cliente,
Create New Item,Crear nuevo artículo,
Create New Supplier,Crear nuevo proveedor,
Create Purchase Order,Crear pedido de compra,
Create items,Crear artículos,
Create purchase orders,Crear pedidos de compra,
Create suppliers,Crear proveedores,
Created By,Creado por,
Creating Purchase Order...,Creando pedido de compra...,
Creating...,Creando...,
Credit Limit,Límite de crédito,
Credit Note {0} has no remaining balance to allocate.,La factura rectificativa {0} no tiene saldo restante para imputar.,
Credit note {0} is already fully allocated,La factura rectificativa {0} ya está completamente imputada,
Credit note {0} still has an unapplied balance of {1},La factura rectificativa {0} todavía tiene un saldo pendiente de aplicar de {1},
Credit sale is not allowed for POS Profile {0}.,No se permite la venta a crédito para el perfil de TPV {0}.,
Ctrl+D to duplicate,Ctrl+D para duplicar,
"Currency is not correct, party account currency is {party_account_currency} and transaction currency is {currency}",La divisa no es correcta; la divisa de la cuenta de la contraparte es {party_account_currency} y la divisa de la transacción es {currency},
Currency is required,La divisa es obligatoria,
Current Stock,Stock actual,
Current Stock By Brand,Stock actual por marca,
Current Stock Report,Informe de stock actual,
Current Stock Summary,Resumen de stock actual,
Current Stock With Levels,Stock actual con niveles,
Current Stock with Levels,Stock actual con niveles,
Current Tier,Nivel actual,
Customer already exists,El cliente ya existe,
Customer cannot be changed in return mode,No se puede cambiar el cliente en modo devolución,
Customer created successfully!,¡Cliente creado correctamente!,
Customer enrolled successfully,Cliente inscrito correctamente,
Customer is already enrolled in {0},El cliente ya está inscrito en {0},
Customer is already enrolled in {0}. Please unenroll from the current program first.,"El cliente ya está inscrito en {0}. Por favor, desvincúlelo primero del programa actual.",
Customer is not enrolled in any loyalty program,El cliente no está inscrito en ningún programa de fidelización,
Customer is required to create an address,Se requiere un cliente para crear una dirección,
Customer locked for return,Cliente bloqueado para devolución,
Customer mismatch: Return must be for the same customer ({0}) as the original invoice,Disparidad de cliente: la devolución debe ser para el mismo cliente ({0}) que la factura original,
Customer name is required,El nombre del cliente es obligatorio,
Customer unenrolled successfully,Cliente dado de baja correctamente,
Customer updated successfully!,¡Cliente actualizado correctamente!,
Customer {0} not found,No se ha encontrado el cliente {0},
"Customer, Company, Amount, and Mode of Payment are required","El cliente, la empresa, el importe y el método de pago son obligatorios",
Data Sync,Sincronización de datos,
Date & Time,Fecha y hora,
Days,Días,
Dead Stock Report,Informe de stock obsoleto,
Default Loyalty Program,Programa de fidelización por defecto,
Default POS Expense Account,Cuenta de gastos de TPV por defecto,
Default Print Format,Formato de impresión por defecto,
Default Purchase UOM,Ud.M. de compra por defecto,
Default Rate,Tarifa por defecto,
Default Rate is required,La tarifa por defecto es obligatoria,
Default Source Account,Cuenta de origen por defecto,
Default View,Vista por defecto,
Del to delete selected,Supr para eliminar seleccionados,
Delete,Eliminar,
Delete all pending offline invoices? This cannot be undone.,¿Eliminar todas las facturas offline pendientes? Esta acción no se puede deshacer.,
Delete draft,Eliminar draft,
Delete row,Eliminar fila,
Delete selected,Eliminar seleccionados,
Deleting cancelled cash movements is disabled for this POS Profile.,La eliminación de movimientos de caja cancelados está desactivada para este perfil de TPV.,
Deleting offline invoices is disabled for this POS Profile.,La eliminación de facturas offline está desactivada para este perfil de TPV.,
Delivery Charges,Gastos de envío,
Delivery Charges POS Profile,Gastos de envío del perfil de TPV,
Delivery Charges Rate,Tarifa de gastos de envío,
Delivery Date,Fecha de entrega,
Delivery charge,Gastos de envío,
Deposit To,Ingresar en,
Deposit cancelled,Ingreso cancelado,
Descending — click to sort ascending,Descendente — haga clic para ordenar de forma ascendente,
Deselect all,Desmarcar todos,
Desktop App,Aplicación de escritorio,
Digits after decimal. Example: 1.000 => decimals 3.,Dígitos después del decimal. Ejemplo: 1.000 => 3 decimales.,
"Digits before decimal. Example: for 1.000, use 1 (or 2 if your scale encodes 01.000).","Dígitos antes del decimal. Ejemplo: para 1.000, use 1 (o 2 si su balanza codifica 01.000).",
Disc Amt,Imp. dto.,
Disc%,% Dto.,
Discount %,% Descuento,
Discount Limit,Límite de descuento,
Discount amount,Importe del descuento,
Display Items in Stock,Mostrar artículos con stock,
Display additional notes,Mostrar notas adicionales,
Display customer balance in POS screen,Mostrar el saldo del cliente en la pantalla del TPV,
Display item code,Mostrar código de artículo,
Doctype {0} is not permitted via this endpoint,El Doctype {0} no está permitido a través de este endpoint,
Done,Hecho,
Downloading profiles from server…,Descargando perfiles del servidor…,
Draft deleted,Draft eliminado,
Draft invoice deleted,Factura en borrador eliminada,
Draft invoice restored to cart,Factura en borrador restaurada al carrito,
Draft loaded,Draft cargado,
Draft loaded into cart,Draft cargado en el carrito,
Draft saved successfully,Draft guardado correctamente,
Draft {0} not found.,No se ha encontrado el draft {0}.,
Draft {0} saved,Draft {0} guardado,
Drag row number to reorder,Arrastre el número de fila para reordenar,
Drag to reorder,Arrastrar para reordenar,
Duplicate,Duplicar,
Duplicate POS Profile in Delivery Charges,Perfil de TPV duplicado en gastos de envío,
ERP Tax Account,Cuenta de impuestos del ERP,
Edit,Editar,
Edit Customer,Editar cliente,
Edit Row,Editar fila,
Edit row,Editar fila,
Email ID,Email,
Enable FBR Integration,Activar integración con FBR,
Enable FBR fiscal invoice submission for invoices created from this POS Profile.,Activar la presentación de facturas fiscales ante la FBR para las facturas creadas desde este perfil de TPV.,
Enable cash movement,Activar movimientos de caja,
Enable cashier settlement,Activar arqueo de caja,
Enable only if barcode also contains price segment.,Activar solo si el código de barras también contiene el segmento de precio.,
Enable only if the FBR sandbox certificate chain fails TLS validation in your environment.,Activar solo si la cadena de certificados del entorno de pruebas de la FBR falla la validación TLS en su entorno.,
Enable return validity,Activar validez de devolución,
Enable return validity date enforcement for POS returns.,Activar el control de la fecha de validez para las devoluciones en el TPV.,
Enable when this item must be posted to FBR as a 3rd Schedule item.,Activar cuando este artículo deba notificarse a la FBR como un artículo del 3er Programa.,
"Enable when your barcode starts with a fixed prefix value (for example, 331).","Activar cuando el código de barras comience con un valor de prefijo fijo (por ejemplo, 331).",
Enabled,Activado,
Enroll Customer,Inscribir cliente,
Enter an invoice number or customer name to search,Introduzca un número de factura o nombre de cliente para buscar,
Enter coupon code...,Introduzca el código de cupón...,
Enter for next row,Intro para la siguiente fila,
Enter reason for this transaction...,Introduzca el motivo de esta transacción...,
Expense Account is required for expense entries.,La cuenta de gastos es obligatoria para los asientos de gastos.,
Expense account is required,La cuenta de gastos es obligatoria,
Expense account is required for POS Expense.,La cuenta de gastos es obligatoria para los gastos de TPV.,
Expense cancelled,Gasto cancelado,
Expense target account must match Expense Account.,La cuenta de destino del gasto debe coincidir con la cuenta de gastos.,
Expenses,Gastos,
Expires,Caduca,
Export CSV,Exportar CSV,
FBR API URL,URL de la API de FBR,
FBR API call failed: {0},Falló la llamada a la API de FBR: {0},
FBR Bearer Token,Token de autenticación de FBR,
FBR Environment,Entorno FBR,
FBR Integration,Integración con FBR,
FBR Invoice Number,Número de factura FBR,
FBR POS ID,ID del TPV FBR,
FBR Payment Mode Code,Código del método de pago FBR,
FBR Posted On,Enviado a FBR el,
FBR Third Schedule,3er Programa FBR,
FBR did not return a fiscal invoice number.,La FBR no devolvió un número de factura fiscal.,
"FBR integration is enabled on POS Profile {0}, but these fields are missing: {1}","La integración con FBR está activada en el perfil de TPV {0}, pero faltan estos campos: {1}",
FBR rejected the invoice request.,La FBR rechazó la solicitud de factura.,
FBR rejected the request. Check the bearer token and IP whitelist configured on the FBR portal.,La FBR rechazó la solicitud. Compruebe el token de autenticación y la lista blanca de IP configurados en el portal de la FBR.,
Failed to cancel deposit,Error al cancelar el ingreso,
Failed to cancel expense,Error al cancelar el gasto,
Failed to create Purchase Order: {0},Error al crear el pedido de compra: {0},
Failed to create customer: ,Error al crear el cliente: ,
Failed to create invoice,Error al crear la factura,
Failed to create payment request: {0},Error al crear la solicitud de pago: {0},
Failed to delete draft,Error al eliminar el draft,
Failed to delete draft invoice,Error al eliminar la factura en borrador,
Failed to enroll customer,Error al inscribir al cliente,
Failed to fetch draft invoices,Error al obtener las facturas en draft,
Failed to fetch order details,Error al obtener los detalles del pedido,
Failed to load bank drops,Error al cargar los ingresos bancarios,
Failed to load draft,Error al cargar el draft,
Failed to load draft into cart,Error al cargar el draft en el carrito,
Failed to load draft invoice,Error al cargar la factura en draft,
Failed to load drafts,Error al cargar los drafts,
Failed to load expenses,Error al cargar los gastos,
Failed to load purchase orders,Error al cargar los pedidos de compra,
Failed to open invoice for settlement,Error al abrir la factura para su arqueo,
Failed to print invoice,Error al imprimir la factura,
Failed to print invoice locally,Error al imprimir la factura en local,
Failed to reconcile Credit Note {0}: {1},Error al conciliar la factura rectificativa {0}: {1},
Failed to reconcile Journal Entry {0}: {1},Error al conciliar el asiento contable {0}: {1},
Failed to reconcile Payment Entry {0}: {1},Error al conciliar el asiento de pago {0}: {1},
Failed to record cash movement,Error al registrar el movimiento de caja,
Failed to record deposit,Error al registrar el ingreso,
Failed to record expense,Error al registrar el gasto,
Failed to repeat invoice,Error al duplicar la factura,
Failed to save draft,Error al guardar el draft,
Failed to save draft: {0},Error al guardar el draft: {0},
Failed to save invoice offline,Error al guardar la factura en offline,
Failed to send to cashier: {0},Error al enviar al cajero: {0},
Failed to submit invoice,Error al presentar la factura,
Failed to unenroll customer,Error al dar de baja al cliente,
Failed to update customer: ,Error al actualizar el cliente: ,
Failed to update permission,Error al actualizar el permiso,
Failed to validate coupon,Error al validar el cupón,
Female,Mujer,
Field...,Campo...,
Fill in customer details,Rellene los datos del cliente,
Filters,Filtros,
Final Customer Offer,Oferta de cliente final,
Finance,Finanzas,
"Fixed starting value of all scale barcodes (for example, 331). If set, barcodes not starting with this value are ignored.","Valor inicial fijo de todos los códigos de barras de la balanza (por ejemplo, 331). Si se define, se ignorarán los códigos de barras que no comiencen con este valor.",
Focus Barcode Input,Foco en la entrada del código de barras,
Focus Search Input,Foco en la entrada de búsqueda,
For POS Closing Shift Payment Reconciliation,Para la conciliación de pagos del turno de cierre de TPV,
Force Price from Customer Price List,Forzar precio de la lista de precios del cliente,
Force Reload Items,Forzar recarga de artículos,
Force items to use the customer's price list. Items without a price will show zero.,Fuerza a los artículos a utilizar la lista de precios del cliente. Los artículos sin precio asignado mostrarán cero.,
From,Desde,
From Date,Desde la fecha,
From PO,Desde pedido,
From Posting Date,Desde la fecha contable,
Full name,Nombre completo,
Gender,Género,
Generate and print barcode labels for items,Generar e imprimir etiquetas de códigos de barras para artículos,
Generating...,Generando...,
Get Items,Obtener artículos,
Give Item,Entregar artículo,
Give Item Row ID,ID de fila de entrega de artículo,
Give Product,Entregar producto,
Given Quantity,Cantidad entregada,
Given Quantity must be more than zero,La cantidad entregada debe ser mayor que cero,
Go to Bank Drops,Ir a ingresos bancarios,
Go to Desk,Ir al Desk,
Go to Expenses,Ir a gastos,
Go to Orders,Ir a pedidos,
Go to POS,Ir al TPV,
Go to POS screen,Ir a la pantalla del TPV,
Go to Purchase Invoice,Ir a factura de compra,
Go to Purchase Order,Ir a pedido de compra,
Go to Stock Receiving,Ir a recepción de stock,
Gross,Bruto,
Gross Total,Total bruto,
Held Invoices,Facturas retenidas,
Help,Ayuda,
Hide closing shift,Ocultar turno de cierre,
Hide expected amount,Ocultar importe previsto,
Hide variants items,Ocultar variantes de artículos,
Hold / Park Invoice,Retener / Aparcar factura,
Hold Invoice,Retener factura,
Home,Inicio,
"If checked, this user is a cashier and may open the Cashier screen to settle (close) bills sent from POS terminals.","Si está marcado, este usuario es un cajero y puede abrir la pantalla de cajero para liquidar (cerrar) las facturas enviadas desde los terminales TPV.",
In-Transit Stock,Stock en tránsito,
Include QR Code,Incluir código QR,
Increase/Decrease Quantity (in cart),Aumentar/Disminuir cantidad (en el carrito),
Individual,Particular,
Input Qty,Introducir cantidad,
Internet connection restored,Se ha restablecido la conexión a Internet,
Invalid POS Opening Shift data provided.,Los datos del turno de apertura de TPV proporcionados no son válidos.,
Invalid doctype for return search,Doctype no válido para la búsqueda de devoluciones,
Invalid language code,Código de idioma no válido,
Invalid language code format: {0},Formato de código de idioma no válido: {0},
Invalid movement type for journal entry.,Tipo de movimiento no válido para el asiento contable.,
Invalid movement type.,Tipo de movimiento no válido.,
Invalid or already used coupon code,Código de cupón no válido o ya utilizado,
Invalid or expired coupon code,Código de cupón no válido o caducado,
Invalid payload for cash movement.,Carga de datos no válida para el movimiento de caja.,
Invalid posting date.,Fecha contable no válida.,
Invalid {0} filter,Filtro {0} no válido,
Invoice Amount,Importe de la factura,
Invoice Currency,Divisa de la factura,
Invoice details,Detalles de la factura,
Invoice not found for printing,No se ha encontrado la factura para imprimir,
Invoice saved locally (#{0}). It will sync to server automatically.,Factura guardada en local (#{0}). Se sincronizará con el servidor automáticamente.,
Invoice synced successfully,Factura sincronizada correctamente,
Invoice will be submitted with a partial payment.,La factura se presentará con un pago parcial.,
Invoice will be submitted with an outstanding credit balance.,La factura se presentará con un saldo pendiente de abonar.,
Invoice {0} Deleted,Factura {0} eliminada,
Invoice {0} does not exist,La factura {0} no existe,
Invoice {0} has been cancelled and cannot be submitted.,La factura {0} ha sido cancelada y no se puede presentar.,
Invoice {0} is not a draft and cannot be updated,La factura {0} no está en draft y no se puede actualizar,
Invoice {0} is not a draft.,La factura {0} no está en draft.,
Invoice {0} not found,No se ha encontrado la factura {0},
Invoice {0} saved successfully!,¡Factura {0} guardada correctamente!,
Invoices,Facturas,
Is Cashier,Es cajero,
Is Offer,Es oferta,
Is Printed,Está impreso,
Item Code and Price List are required,El código de artículo y la lista de precios son obligatorios,
Item Code is required,El código de artículo es obligatorio,
Item Discount,Descuento por artículo,
Item Discounts,Descuentos por artículo,
Item Name,Nombre del artículo,
Item Price has been added or updated,Se ha añadido o actualizado el precio del artículo,
Item Rate Should Less Then,El precio unitario del artículo debe ser menor que,
Item Search Limit,Límite de búsqueda de artículos,
Item Selection,Selección de artículos,
Item code digits,Dígitos del código de artículo,
Item code is required.,El código de artículo es obligatorio.,
Item code starting position,Posición inicial del código de artículo,
Item movement and sales summary for a branch and warehouse window.,Resumen de movimientos y ventas de artículos para una sucursal y almacén.,
Item not found,Artículo no encontrado,
Item not found for barcode,No se ha encontrado ningún artículo para este código de barras,
"Item {0} is missing Customs Tariff Number, which FBR requires as the PCT Code.","Al artículo {0} le falta el código arancelario, exigido por la FBR como código PCT.",
Item {0} was not in the original invoice {1},El artículo {0} no estaba en la factura original {1},
"Item {0}: Cannot return {1} units. Only {2} units remaining for return (Original: {3}, Already returned: {4})","Artículo {0}: No se pueden devolver {1} unidades. Solo quedan {2} unidades pendientes de devolución (Original: {3}, Ya devueltas: {4})",
Item {0}: Discount {1}% exceeds maximum allowed {2}%,Artículo {0}: El descuento del {1}% supera el máximo permitido del {2}%,
Items loaded from PO {0},Artículos cargados desde el pedido {0},
Journal Entry {0} has no unallocated amount remaining.,El asiento contable {0} no tiene saldo pendiente de imputar.,
Keyboard Shortcuts,Atajos de teclado,
Label Size,Tamaño de etiqueta,
Large (60×40mm),Grande (60×40mm),
Last sync,Última sincronización,
List,Lista,
"Live stock valuation by item, warehouse, supplier, brand, and group.","Valoración de stock en tiempo real por artículo, almacén, proveedor, marca y grupo.",
Load,Cargar,
Load Items,Cargar artículos,
Load More,Cargar más,
Load to Cart,Cargar al carrito,
Loading in-transit stock...,Cargando stock en tránsito...,
Loading items...,Cargando artículos...,
Loading...,Cargando...,
Local Item Name,Nombre local del artículo,
Locked,Bloqueado,
Locked by POS Profile,Bloqueado por perfil de TPV,
Low Qty Sales Report,Informe de ventas de baja cantidad,
Loyalty,Fidelización,
Loyalty Information,Información de fidelización,
Loyalty Point,Punto de fidelización,
Loyalty Point Scheme,Esquema de puntos de fidelización,
Loyalty Points Redeemed,Puntos de fidelización canjeados,
Loyalty Points must be more than zero,Los puntos de fidelización deben ser mayores que cero,
Loyalty Program is required,El programa de fidelización es obligatorio,
Loyalty Program {0} not found,No se ha encontrado el programa de fidelización {0},
Main,Principal,
Male,Hombre,
Manage expenses,Gestionar gastos,
Manage loyalty for,Gestionar fidelización para,
Margin%,% Margen,
Material transfers awaiting receipt at your warehouse,Transferencias de materiales pendientes de recibir en su almacén,
Max Discount Percentage Allowed,Porcentaje máximo de descuento permitido,
Max Quantity,Cantidad máxima,
Maximum discount percentage this user may apply at POS. Defaults to 100 (no cap).,Porcentaje de descuento máximo que este usuario puede aplicar en el TPV. Por defecto es 100 (sin límite).,
Medium (50×30mm),Mediano (50×30mm),
Menu,Menú,
Min Amount must be more than zero for Transaction offers,El importe mínimo debe ser mayor que cero para ofertas de transacción,
Min Qty,Cantidad mínima,
Min Quantity,Cantidad mínima,
Minimum Value,Valor mínimo,
Missing Dependency,Falta dependencia,
Mobile NO,Nº de móvil,
Mobile No,Nº de móvil,
Mode,Modo,
Mode of Payment {0} is not mapped to an FBR Payment Mode Code. Configure the FBR Payment Mode Code field on that Mode of Payment.,El método de pago {0} no está asignado a un código de método de pago FBR. Configure el campo Código de método de pago FBR en dicho método de pago.,
Move,Mover,
Move down,Mover abajo,
Move up,Mover arriba,
Movement Type,Tipo de movimiento,
Movement Type must be Expense or Deposit.,El tipo de movimiento debe ser Gasto o Depósito.,
Movement summary by warehouse and voucher type over time.,Resumen de movimientos por almacén y tipo de vale a lo largo del tiempo.,
Movement velocity overview to identify fast and slow sellers.,Resumen de velocidad de rotación para identificar artículos de alta y baja rotación.,
Navigate,Navegar,
Navigate Items,Navegar por los artículos,
"Navigate to a page (pos, orders, reports, expenses...)","Navegar a una página (tpv, pedidos, informes, gastos...)",
Navigation,Navegación,
Net,Neto,
New Bank Drop,Nueva retirada a banco,
New Customer,Nuevo cliente,
New Expense,Nuevo gasto,
New Invoice,Nueva factura,
New Item,Nuevo artículo,
New Purchase Order,Nuevo pedido de compra,
New Sale,Nueva venta,
New Sale / Clear Cart,Nueva venta / Limpiar carrito,
New invoices from terminals will appear here automatically.,Las nuevas facturas de los terminales aparecerán aquí automáticamente.,
No POS roles found. Create a POS Role first.,No se han encontrado roles de TPV. Crea un rol de TPV primero.,
No Payment,Sin pago,
No Supplier,Sin proveedor,
No allocation made for credit note {0},No se ha realizado ninguna asignación para la factura rectificativa {0},
No allocation made for payment {0},No se ha realizado ninguna asignación para el pago {0},
No allocation was recorded for Credit Note {0}.,No se registró ninguna asignación para la factura rectificativa {0}.,
No allocation was recorded for Journal Entry {0}.,No se registró ninguna asignación para el asiento contable {0}.,
No allocation was recorded for Payment Entry {0}.,No se registró ninguna asignación para el asiento de pago {0}.,
No allocations were made.,No se realizaron asignaciones.,
No batches available in {0} for {1}.,No hay lotes disponibles en {0} para {1}.,
No camera found on this device.,No se ha encontrado ninguna cámara en este dispositivo.,
No connection – draft saved offline,Sin conexión – borrador guardado en modo offline,
No connection – will sync to cashier when back online,Sin conexión – se sincronizará con la caja cuando vuelva a estar online,
No customers found,No se han encontrado clientes,
No data to print.,No hay datos para imprimir.,
No delivery charges available for this profile,No hay gastos de envío disponibles para este perfil,
No draft invoices found,No se han encontrado borradores de factura,
No drafts found,No se han encontrado borradores,
No fields,Sin campos,
No fields found,No se han encontrado campos,
No groups found,No se han encontrado grupos,
No in-transit stock,Sin stock en tránsito,
No invoices found,No se han encontrado facturas,
No items found,No se han encontrado artículos,
No items found for this category and supplier,No se han encontrado artículos para esta categoría y proveedor,
No items found in this invoice,No se han encontrado artículos en esta factura,
No items found to create Purchase Order,No se han encontrado artículos para crear el pedido de compra,
No items in cart to save.,No hay artículos en el carrito para guardar.,
No items in cart to send.,No hay artículos en el carrito para enviar.,
No items selected,No se han seleccionado artículos,
No items to invoice. Please ensure there are items on the Purchase Order.,"No hay artículos que facturar. Por favor, asegúrate de que hay artículos en el pedido de compra.",
No items to receive.,No hay artículos que recibir.,
No items to receive. Please enter received quantities.,"No hay artículos que recibir. Por favor, introduce las cantidades recibidas.",
No items to return.,No hay artículos que devolver.,
No loyalty programs available,No hay programas de fidelización disponibles,
No material transfers pending receipt,No hay transferencias de material pendientes de recibir,
No open shift found. Please open a shift first.,"No se ha encontrado ningún turno abierto. Por favor, abre un turno primero.",
No outstanding invoices available for allocation of credit note {0},No hay facturas pendientes disponibles para asignar a la factura rectificativa {0},
No outstanding invoices available for allocation of payment {0},No hay facturas pendientes disponibles para asignar al pago {0},
No outstanding invoices were available to reconcile Credit Note {0}.,No había facturas pendientes disponibles para conciliar la factura rectificativa {0}.,
No outstanding invoices were available to reconcile Journal Entry {0}.,No había facturas pendientes disponibles para conciliar el asiento contable {0}.,
No outstanding invoices were available to reconcile Payment Entry {0}.,No había facturas pendientes disponibles para conciliar el asiento de pago {0}.,
No outstanding invoices were found for {0}.,No se encontraron facturas pendientes para {0}.,
No pending offline invoices.,No hay facturas offline pendientes.,
No pending purchase orders,No hay pedidos de compra pendientes,
No profiles found. Check server connection or click Refresh.,No se han encontrado perfiles. Comprueba la conexión con el servidor o haz clic en Actualizar.,
"No query filters. Click ""Add Filter"" to add one.","No hay filtros de consulta. Haz clic en ""Añadir filtro"" para añadir uno.",
No redeemable loyalty points for this invoice total,No hay puntos de fidelización canjeables para el total de esta factura,
No reports match your search,Ningún informe coincide con tu búsqueda,
No results,Sin resultados,
No results found,No se han encontrado resultados,
No rows available to export.,No hay filas disponibles para exportar.,
No rows found,No se han encontrado filas,
No rows to copy.,No hay filas para copiar.,
No unallocated payments were available for reconciliation.,No había pagos sin asignar disponibles para la conciliación.,
No unsettled invoices,No hay facturas pendientes de liquidar,
No valid batches available in {0} for {1}.,No hay lotes válidos disponibles en {0} para {1}.,
No valid items to receive.,No hay artículos válidos que recibir.,
No valid items to return.,No hay artículos válidos que devolver.,
Node Role,Rol de nodo,
Not Enrolled,No inscrito,
Not Set,No establecido,
Not Set (empty),No establecido (vacío),
Not permitted to view reports,No tienes permiso para ver informes,
Now,Ahora,
Number of decimal places encoded for the price.,Número de decimales codificados para el precio.,
Number of digits representing the price before decimal places.,Número de dígitos que representan el precio antes de los decimales.,
Numpad,Teclado numérico,
Offer,Oferta,
